Label,Year,Team,Conference,Wins,Losses,Seed,Outcome
Illinois Chicago2004,2004,Illinois Chicago,Horz,24,8,13.0,R64
Iowa St.2004,2004,Iowa St.,B12,20,13,17.0,None
Creighton2004,2004,Creighton,MVC,20,9,17.0,None
Virginia2004,2004,Virginia,ACC,18,13,17.0,None
Louisiana Lafayette2004,2004,Louisiana Lafayette,SB,20,9,14.0,R64
Auburn2004,2004,Auburn,SEC,14,14,17.0,None
Iowa2004,2004,Iowa,B10,16,13,17.0,None
LSU2004,2004,LSU,SEC,18,11,17.0,None
Rice2004,2004,Rice,WAC,22,11,17.0,None
Rutgers2004,2004,Rutgers,BE,20,13,17.0,None
Penn2004,2004,Penn,Ivy,17,10,17.0,None
Dayton2004,2004,Dayton,A10,24,9,10.0,R64
Kent St.2004,2004,Kent St.,MAC,22,9,17.0,None
Georgia2004,2004,Georgia,SEC,16,14,17.0,None
UNLV2004,2004,UNLV,MWC,18,13,17.0,None
Hawaii2004,2004,Hawaii,WAC,21,12,17.0,None
Oregon2004,2004,Oregon,P10,18,13,17.0,None
Detroit2004,2004,Detroit,Horz,19,11,17.0,None
VCU2004,2004,VCU,CAA,23,8,13.0,R64
Pacific2004,2004,Pacific,BW,25,8,12.0,R32
Kansas St.2004,2004,Kansas St.,B12,14,14,17.0,None
Northern Iowa2004,2004,Northern Iowa,MVC,21,10,14.0,R64
East Tennessee St.2004,2004,East Tennessee St.,SC,27,6,13.0,R64
Rhode Island2004,2004,Rhode Island,A10,20,14,17.0,None
Saint Louis2004,2004,Saint Louis,CUSA,19,13,17.0,None
Troy St.2004,2004,Troy St.,ASun,24,7,17.0,None
Tennessee2004,2004,Tennessee,SEC,15,14,17.0,None
Temple2004,2004,Temple,A10,15,14,17.0,None
Fresno St.2004,2004,Fresno St.,WAC,14,15,17.0,None
Marquette2004,2004,Marquette,CUSA,19,12,17.0,None
West Virginia2004,2004,West Virginia,BE,17,14,17.0,None
Indiana2004,2004,Indiana,B10,14,15,17.0,None
Southwest Missouri St.2004,2004,Southwest Missouri St.,MVC,19,14,17.0,None
George Mason2004,2004,George Mason,CAA,23,10,17.0,None
Arkansas2004,2004,Arkansas,SEC,12,16,17.0,None
UCF2004,2004,UCF,ASun,25,6,14.0,R64
Drexel2004,2004,Drexel,CAA,18,11,17.0,None
Northwestern2004,2004,Northwestern,B10,14,15,17.0,None
Old Dominion2004,2004,Old Dominion,CAA,17,12,17.0,None
California2004,2004,California,P10,13,15,17.0,None
Austin Peay2004,2004,Austin Peay,OVC,22,10,17.0,None
Niagara2004,2004,Niagara,MAAC,22,10,17.0,None
Belmont2004,2004,Belmont,ASun,21,9,17.0,None
Fairfield2004,2004,Fairfield,MAAC,19,11,17.0,None
Clemson2004,2004,Clemson,ACC,10,18,17.0,None
Princeton2004,2004,Princeton,Ivy,20,8,14.0,R64
Buffalo2004,2004,Buffalo,MAC,17,12,17.0,None
Miami FL2004,2004,Miami FL,BE,14,16,17.0,None
San Diego St.2004,2004,San Diego St.,MWC,14,16,17.0,None
Toledo2004,2004,Toledo,MAC,20,11,17.0,None
East Carolina2004,2004,East Carolina,CUSA,13,14,17.0,None
Wyoming2004,2004,Wyoming,MWC,11,17,17.0,None
New Mexico2004,2004,New Mexico,MWC,14,14,17.0,None
College of Charleston2004,2004,College of Charleston,SC,20,9,17.0,None
IUPUI2004,2004,IUPUI,MCon,21,11,17.0,None
Western Kentucky2004,2004,Western Kentucky,SB,15,13,17.0,None
Louisiana Tech2004,2004,Louisiana Tech,WAC,15,15,17.0,None
UNC Wilmington2004,2004,UNC Wilmington,CAA,15,15,17.0,None
UC Santa Barbara2004,2004,UC Santa Barbara,BW,16,12,17.0,None
Miami OH2004,2004,Miami OH,MAC,18,11,17.0,None
Virginia Tech2004,2004,Virginia Tech,BE,15,14,17.0,None
Georgetown2004,2004,Georgetown,BE,13,15,17.0,None
Eastern Washington2004,2004,Eastern Washington,BSky,17,13,15.0,R64
Washington St.2004,2004,Washington St.,P10,13,16,17.0,None
Boston University2004,2004,Boston University,AE,23,6,17.0,None
Mississippi2004,2004,Mississippi,SEC,13,15,17.0,None
Pepperdine2004,2004,Pepperdine,WCC,15,16,17.0,None
Butler2004,2004,Butler,Horz,16,14,17.0,None
Colorado St.2004,2004,Colorado St.,MWC,13,16,17.0,None
USC2004,2004,USC,P10,13,15,17.0,None
Minnesota2004,2004,Minnesota,B10,12,18,17.0,None
Georgia St.2004,2004,Georgia St.,ASun,20,9,17.0,None
Middle Tennessee2004,2004,Middle Tennessee,SB,17,12,17.0,None
SMU2004,2004,SMU,WAC,12,18,17.0,None
Davidson2004,2004,Davidson,SC,17,12,17.0,None
Ball St.2004,2004,Ball St.,MAC,14,15,17.0,None
Stephen F. Austin2004,2004,Stephen F. Austin,Slnd,21,9,17.0,None
Hofstra2004,2004,Hofstra,CAA,14,15,17.0,None
Oral Roberts2004,2004,Oral Roberts,MCon,17,11,17.0,None
Arizona St.2004,2004,Arizona St.,P10,10,17,17.0,None
Georgia Southern2004,2004,Georgia Southern,SC,21,8,17.0,None
UCLA2004,2004,UCLA,P10,11,17,17.0,None
Chattanooga2004,2004,Chattanooga,SC,19,11,17.0,None
Duquesne2004,2004,Duquesne,A10,12,17,17.0,None
UMKC2004,2004,UMKC,MCon,15,14,17.0,None
Ohio St.2004,2004,Ohio St.,B10,14,16,17.0,None
Oregon St.2004,2004,Oregon St.,P10,12,16,17.0,None
Delaware2004,2004,Delaware,CAA,16,12,17.0,None
Arkansas Little Rock2004,2004,Arkansas Little Rock,SB,17,12,17.0,None
Valparaiso2004,2004,Valparaiso,MCon,18,13,15.0,R64
Tulsa2004,2004,Tulsa,WAC,9,20,17.0,None
TCU2004,2004,TCU,CUSA,12,17,17.0,None
Drake2004,2004,Drake,MVC,12,16,17.0,None
Green Bay2004,2004,Green Bay,Horz,17,11,17.0,None
Santa Clara2004,2004,Santa Clara,WCC,16,16,17.0,None
Idaho2004,2004,Idaho,BW,14,16,17.0,None
Akron2004,2004,Akron,MAC,13,15,17.0,None
Arkansas St.2004,2004,Arkansas St.,SB,17,11,17.0,None
Saint Peter's2004,2004,Saint Peter's,MAAC,17,12,17.0,None
Portland2004,2004,Portland,WCC,11,17,17.0,None
Bradley2004,2004,Bradley,MVC,15,16,17.0,None
Furman2004,2004,Furman,SC,17,12,17.0,None
Oakland2004,2004,Oakland,MCon,13,17,17.0,None
Birmingham Southern2004,2004,Birmingham Southern,BSth,20,7,17.0,None
New Orleans2004,2004,New Orleans,SB,17,14,17.0,None
Mississippi Valley St.2004,2004,Mississippi Valley St.,SWAC,22,7,17.0,None
Wright St.2004,2004,Wright St.,Horz,14,14,17.0,None
Weber St.2004,2004,Weber St.,BSky,15,14,17.0,None
Holy Cross2004,2004,Holy Cross,Pat,13,15,17.0,None
Vermont2004,2004,Vermont,AE,22,9,15.0,R64
Centenary2004,2004,Centenary,MCon,16,12,17.0,None
San Francisco2004,2004,San Francisco,WCC,17,14,17.0,None
Bowling Green2004,2004,Bowling Green,MAC,14,17,17.0,None
Southern Miss2004,2004,Southern Miss,CUSA,13,15,17.0,None
Illinois St.2004,2004,Illinois St.,MVC,10,19,17.0,None
Denver2004,2004,Denver,SB,14,13,17.0,None
Cal St. Northridge2004,2004,Cal St. Northridge,BW,14,16,17.0,None
Marshall2004,2004,Marshall,MAC,12,17,17.0,None
Liberty2004,2004,Liberty,BSth,18,15,16.0,R64
Loyola Marymount2004,2004,Loyola Marymount,WCC,15,14,17.0,None
La Salle2004,2004,La Salle,A10,10,20,17.0,None
Massachusetts2004,2004,Massachusetts,A10,10,19,17.0,None
American2004,2004,American,Pat,18,13,17.0,None
Northern Arizona2004,2004,Northern Arizona,BSky,15,14,17.0,None
South Alabama2004,2004,South Alabama,SB,12,16,17.0,None
Ohio2004,2004,Ohio,MAC,10,20,17.0,None
Texas A&M2004,2004,Texas A&M,B12,7,21,17.0,None
Indiana St.2004,2004,Indiana St.,MVC,9,19,17.0,None
Loyola Chicago2004,2004,Loyola Chicago,Horz,9,20,17.0,None
Southeastern Louisiana2004,2004,Southeastern Louisiana,Slnd,20,9,17.0,None
Iona2004,2004,Iona,MAAC,11,18,17.0,None
Monmouth2004,2004,Monmouth,NEC,21,12,15.0,R64
Yale2004,2004,Yale,Ivy,12,15,17.0,None
UC Riverside2004,2004,UC Riverside,BW,11,17,17.0,None
Eastern Kentucky2004,2004,Eastern Kentucky,OVC,14,15,17.0,None
Northeastern2004,2004,Northeastern,AE,19,11,17.0,None
New Mexico St.2004,2004,New Mexico St.,SB,13,14,17.0,None
St. John's2004,2004,St. John's,BE,6,21,17.0,None
Brown2004,2004,Brown,Ivy,14,13,17.0,None
Morehead St.2004,2004,Morehead St.,OVC,16,13,17.0,None
Sacramento St.2004,2004,Sacramento St.,BSky,13,15,17.0,None
Maine2004,2004,Maine,AE,20,10,17.0,None
UT Arlington2004,2004,UT Arlington,Slnd,17,12,17.0,None
Cal Poly2004,2004,Cal Poly,BW,11,16,17.0,None
Bucknell2004,2004,Bucknell,Pat,14,15,17.0,None
Evansville2004,2004,Evansville,MVC,7,22,17.0,None
UC Irvine2004,2004,UC Irvine,BW,11,17,17.0,None
Cal St. Fullerton2004,2004,Cal St. Fullerton,BW,11,17,17.0,None
Portland St.2004,2004,Portland St.,BSky,11,16,17.0,None
Siena2004,2004,Siena,MAAC,14,16,17.0,None
Appalachian St.2004,2004,Appalachian St.,SC,9,21,17.0,None
North Texas2004,2004,North Texas,SB,13,15,17.0,None
Texas A&M Corpus Chris2004,2004,Texas A&M Corpus Chris,ind,15,11,17.0,None
Eastern Michigan2004,2004,Eastern Michigan,MAC,13,15,17.0,None
South Florida2004,2004,South Florida,CUSA,7,20,17.0,None
Lafayette2004,2004,Lafayette,Pat,18,10,17.0,None
South Carolina St.2004,2004,South Carolina St.,MEAC,18,11,17.0,None
Houston2004,2004,Houston,CUSA,9,18,17.0,None
Southeast Missouri St.2004,2004,Southeast Missouri St.,OVC,11,16,17.0,None
Montana St.2004,2004,Montana St.,BSky,14,13,17.0,None
Northern Illinois2004,2004,Northern Illinois,MAC,10,20,17.0,None
Rider2004,2004,Rider,MAAC,17,14,17.0,None
Tulane2004,2004,Tulane,CUSA,11,17,17.0,None
Fairleigh Dickinson2004,2004,Fairleigh Dickinson,NEC,17,12,17.0,None
Penn St.2004,2004,Penn St.,B10,9,19,17.0,None
Winthrop2004,2004,Winthrop,BSth,16,12,17.0,None
UNC Greensboro2004,2004,UNC Greensboro,SC,11,17,17.0,None
Central Connecticut2004,2004,Central Connecticut,NEC,14,14,17.0,None
